date;day_after_release;ST;ring;range;linear _distance;ang_geo;ang_cart;marked/unmarked;sex;note
28/08/2009;4;40;D;150-200;168.302.234;164.371.653;285.628.347;0;F;
28/08/2009;4;40;D;150-200;168.302.234;164.371.653;285.628.347;0;F;
28/08/2009;4;40;D;150-200;168.302.234;164.371.653;285.628.347;0;F;
29/08/2009;5;40;D;150-200;168.302.234;164.371.653;285.628.347;1;F;
29/08/2009;5;40;D;150-200;168.302.234;164.371.653;285.628.347;1;F;
29/08/2009;5;40;D;150-200;168.302.234;164.371.653;285.628.347;0;F;
29/08/2009;5;40;D;150-200;168.302.234;164.371.653;285.628.347;0;F;
29/08/2009;5;40;D;150-200;168.302.234;164.371.653;285.628.347;0;F;
29/08/2009;5;40;D;150-200;168.302.234;164.371.653;285.628.347;0;F;
29/08/2009;5;40;D;150-200;168.302.234;164.371.653;285.628.347;0;F;
29/08/2009;5;40;D;150-200;168.302.234;164.371.653;285.628.347;0;F;
29/08/2009;5;40;D;150-200;168.302.234;164.371.653;285.628.347;0;F;
29/08/2009;5;40;D;150-200;168.302.234;164.371.653;285.628.347;0;F;
29/08/2009;5;40;D;150-200;168.302.234;164.371.653;285.628.347;0;F;
29/08/2009;5;40;D;150-200;168.302.234;164.371.653;285.628.347;0;M;
30/08/2009;6;40;D;150-200;168.302.234;164.371.653;285.628.347;0;F;
30/08/2009;6;40;D;150-200;168.302.234;164.371.653;285.628.347;0;F;
04/09/2009;07-nov;40;D;150-200;168.302.234;164.371.653;285.628.347;0;F;
04/09/2009;07-nov;40;D;150-200;168.302.234;164.371.653;285.628.347;0;F;
04/09/2009;07-nov;40;D;150-200;168.302.234;164.371.653;285.628.347;0;F;
04/09/2009;07-nov;40;D;150-200;168.302.234;164.371.653;285.628.347;0;F;
04/09/2009;07-nov;40;D;150-200;168.302.234;164.371.653;285.628.347;0;F;
04/09/2009;07-nov;40;D;150-200;168.302.234;164.371.653;285.628.347;0;F;
04/09/2009;07-nov;40;D;150-200;168.302.234;164.371.653;285.628.347;0;F;
04/09/2009;07-nov;40;D;150-200;168.302.234;164.371.653;285.628.347;0;F;
09/09/2009;dic-16;40;D;150-200;168.302.234;164.371.653;285.628.347;0;F;
09/09/2009;dic-16;40;D;150-200;168.302.234;164.371.653;285.628.347;0;F;
09/09/2009;dic-16;40;D;150-200;168.302.234;164.371.653;285.628.347;0;F;
09/09/2009;dic-16;40;D;150-200;168.302.234;164.371.653;285.628.347;0;F;
09/09/2009;dic-16;40;D;150-200;168.302.234;164.371.653;285.628.347;0;F;
09/09/2009;dic-16;40;D;150-200;168.302.234;164.371.653;285.628.347;0;F;
09/09/2009;dic-16;40;D;150-200;168.302.234;164.371.653;285.628.347;0;F;
09/09/2009;dic-16;40;D;150-200;168.302.234;164.371.653;285.628.347;0;F;
09/09/2009;dic-16;40;D;150-200;168.302.234;164.371.653;285.628.347;0;F;
09/09/2009;dic-16;40;D;150-200;168.302.234;164.371.653;285.628.347;0;F;
26/08/2009;2;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
26/08/2009;2;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
26/08/2009;2;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
26/08/2009;2;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
26/08/2009;2;41;G;300-350;318.382.919;252.664.011;197.335.989;0;M;
26/08/2009;2;41;G;300-350;318.382.919;252.664.011;197.335.989;0;M;
26/08/2009;2;41;G;300-350;318.382.919;252.664.011;197.335.989;0;M;
27/08/2009;3;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
27/08/2009;3;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
27/08/2009;3;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
27/08/2009;3;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
27/08/2009;3;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
27/08/2009;3;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
27/08/2009;3;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
27/08/2009;3;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
27/08/2009;3;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
27/08/2009;3;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
27/08/2009;3;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
27/08/2009;3;41;G;300-350;318.382.919;252.664.011;197.335.989;0;M;
27/08/2009;3;41;G;300-350;318.382.919;252.664.011;197.335.989;0;M;
27/08/2009;3;41;G;300-350;318.382.919;252.664.011;197.335.989;0;M;
27/08/2009;3;41;G;300-350;318.382.919;252.664.011;197.335.989;0;N/D;
28/08/2009;4;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
28/08/2009;4;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
28/08/2009;4;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
28/08/2009;4;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
28/08/2009;4;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
28/08/2009;4;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
28/08/2009;4;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
28/08/2009;4;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
28/08/2009;4;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
28/08/2009;4;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
28/08/2009;4;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
28/08/2009;4;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
28/08/2009;4;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
28/08/2009;4;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
28/08/2009;4;41;G;300-350;318.382.919;252.664.011;197.335.989;0;M;
28/08/2009;4;41;G;300-350;318.382.919;252.664.011;197.335.989;0;M;
28/08/2009;4;41;G;300-350;318.382.919;252.664.011;197.335.989;0;M;
28/08/2009;4;41;G;300-350;318.382.919;252.664.011;197.335.989;0;M;
28/08/2009;4;41;G;300-350;318.382.919;252.664.011;197.335.989;0;M;
28/08/2009;4;41;G;300-350;318.382.919;252.664.011;197.335.989;0;M;
28/08/2009;4;41;G;300-350;318.382.919;252.664.011;197.335.989;0;M;
29/08/2009;5;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
29/08/2009;5;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
29/08/2009;5;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
29/08/2009;5;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
29/08/2009;5;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
29/08/2009;5;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
29/08/2009;5;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
29/08/2009;5;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
29/08/2009;5;41;G;300-350;318.382.919;252.664.011;197.335.989;0;M;
29/08/2009;5;41;G;300-350;318.382.919;252.664.011;197.335.989;0;M;
30/08/2009;6;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
30/08/2009;6;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
30/08/2009;6;41;G;300-350;318.382.919;252.664.011;197.335.989;0;M;
30/08/2009;6;41;G;300-350;318.382.919;252.664.011;197.335.989;0;M;
30/08/2009;6;41;G;300-350;318.382.919;252.664.011;197.335.989;0;M;
04/09/2009;07-nov;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
04/09/2009;07-nov;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
04/09/2009;07-nov;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
04/09/2009;07-nov;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
04/09/2009;07-nov;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
04/09/2009;07-nov;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
04/09/2009;07-nov;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
04/09/2009;07-nov;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
04/09/2009;07-nov;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
04/09/2009;07-nov;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
04/09/2009;07-nov;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
04/09/2009;07-nov;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
04/09/2009;07-nov;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
04/09/2009;07-nov;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
04/09/2009;07-nov;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
04/09/2009;07-nov;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
04/09/2009;07-nov;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
04/09/2009;07-nov;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
04/09/2009;07-nov;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
04/09/2009;07-nov;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
04/09/2009;07-nov;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
04/09/2009;07-nov;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
04/09/2009;07-nov;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
04/09/2009;07-nov;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
04/09/2009;07-nov;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
04/09/2009;07-nov;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
04/09/2009;07-nov;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
04/09/2009;07-nov;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
04/09/2009;07-nov;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
04/09/2009;07-nov;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
04/09/2009;07-nov;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;
04/09/2009;07-nov;41;G;300-350;318.382.919;252.664.011;197.335.989;0;M;
04/09/2009;07-nov;41;G;300-350;318.382.919;252.664.011;197.335.989;0;M;
04/09/2009;07-nov;41;G;300-350;318.382.919;252.664.011;197.335.989;0;M;
04/09/2009;07-nov;41;G;300-350;318.382.919;252.664.011;197.335.989;0;M;
04/09/2009;07-nov;41;G;300-350;318.382.919;252.664.011;197.335.989;0;M;
04/09/2009;07-nov;41;G;300-350;318.382.919;252.664.011;197.335.989;0;M;
04/09/2009;07-nov;41;G;300-350;318.382.919;252.664.011;197.335.989;0;M;
04/09/2009;07-nov;41;G;300-350;318.382.919;252.664.011;197.335.989;0;M;
04/09/2009;07-nov;41;G;300-350;318.382.919;252.664.011;197.335.989;0;M;
04/09/2009;07-nov;41;G;300-350;318.382.919;252.664.011;197.335.989;0;M;
04/09/2009;07-nov;41;G;300-350;318.382.919;252.664.011;197.335.989;0;M;
04/09/2009;07-nov;41;G;300-350;318.382.919;252.664.011;197.335.989;0;M;
04/09/2009;07-nov;41;G;300-350;318.382.919;252.664.011;197.335.989;0;M;
04/09/2009;07-nov;41;G;300-350;318.382.919;252.664.011;197.335.989;0;M;
04/09/2009;07-nov;41;G;300-350;318.382.919;252.664.011;197.335.989;0;M;
04/09/2009;07-nov;41;G;300-350;318.382.919;252.664.011;197.335.989;0;M;
04/09/2009;07-nov;41;G;300-350;318.382.919;252.664.011;197.335.989;0;M;
04/09/2009;07-nov;41;G;300-350;318.382.919;252.664.011;197.335.989;0;M;
04/09/2009;07-nov;41;G;300-350;318.382.919;252.664.011;197.335.989;0;M;
04/09/2009;07-nov;41;G;300-350;318.382.919;252.664.011;197.335.989;0;M;
04/09/2009;07-nov;41;G;300-350;318.382.919;252.664.011;197.335.989;0;N/D;
04/09/2009;07-nov;41;G;300-350;318.382.919;252.664.011;197.335.989;0;N/D;
04/09/2009;07-nov;41;G;300-350;318.382.919;252.664.011;197.335.989;0;N/D;
09/09/2009;dic-16;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;1foglietto/4 manomesso
09/09/2009;dic-16;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;1foglietto/4 manomesso
09/09/2009;dic-16;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;1foglietto/4 manomesso
09/09/2009;dic-16;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;1foglietto/4 manomesso
09/09/2009;dic-16;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;1foglietto/4 manomesso
09/09/2009;dic-16;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;1foglietto/4 manomesso
09/09/2009;dic-16;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;1foglietto/4 manomesso
09/09/2009;dic-16;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;1foglietto/4 manomesso
09/09/2009;dic-16;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;1foglietto/4 manomesso
09/09/2009;dic-16;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;1foglietto/4 manomesso
09/09/2009;dic-16;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;1foglietto/4 manomesso
09/09/2009;dic-16;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;1foglietto/4 manomesso
09/09/2009;dic-16;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;1foglietto/4 manomesso
09/09/2009;dic-16;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;1foglietto/4 manomesso
09/09/2009;dic-16;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;1foglietto/4 manomesso
09/09/2009;dic-16;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;1foglietto/4 manomesso
09/09/2009;dic-16;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;1foglietto/4 manomesso
09/09/2009;dic-16;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;1foglietto/4 manomesso
09/09/2009;dic-16;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;1foglietto/4 manomesso
09/09/2009;dic-16;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;1foglietto/4 manomesso
09/09/2009;dic-16;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;1foglietto/4 manomesso
09/09/2009;dic-16;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;1foglietto/4 manomesso
09/09/2009;dic-16;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;1foglietto/4 manomesso
09/09/2009;dic-16;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;1foglietto/4 manomesso
09/09/2009;dic-16;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;1foglietto/4 manomesso
09/09/2009;dic-16;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;1foglietto/4 manomesso
09/09/2009;dic-16;41;G;300-350;318.382.919;252.664.011;197.335.989;0;F;1foglietto/4 manomesso
09/09/2009;dic-16;41;G;300-350;318.382.919;252.664.011;197.335.989;0;M;1foglietto/4 manomesso
09/09/2009;dic-16;41;G;300-350;318.382.919;252.664.011;197.335.989;0;M;1foglietto/4 manomesso
09/09/2009;dic-16;41;G;300-350;318.382.919;252.664.011;197.335.989;0;N/D;1foglietto/4 manomesso
09/09/2009;dic-16;41;G;300-350;318.382.919;252.664.011;197.335.989;0;N/D;1foglietto/4 manomesso
09/09/2009;dic-16;41;G;300-350;318.382.919;252.664.011;197.335.989;0;N/D;1foglietto/4 manomesso
09/09/2009;dic-16;41;G;300-350;318.382.919;252.664.011;197.335.989;0;N/D;1foglietto/4 manomesso
09/09/2009;dic-16;41;G;300-350;318.382.919;252.664.011;197.335.989;0;N/D;1foglietto/4 manomesso
09/09/2009;dic-16;41;G;300-350;318.382.919;252.664.011;197.335.989;0;N/D;1foglietto/4 manomesso
09/09/2009;dic-16;41;G;300-350;318.382.919;252.664.011;197.335.989;0;N/D;1foglietto/4 manomesso
09/09/2009;dic-16;41;G;300-350;318.382.919;252.664.011;197.335.989;0;N/D;1foglietto/4 manomesso
09/09/2009;dic-16;41;G;300-350;318.382.919;252.664.011;197.335.989;0;N/D;1foglietto/4 manomesso
09/09/2009;dic-16;41;G;300-350;318.382.919;252.664.011;197.335.989;0;N/D;1foglietto/4 manomesso
09/09/2009;dic-16;41;G;300-350;318.382.919;252.664.011;197.335.989;0;N/D;1foglietto/4 manomesso
09/09/2009;dic-16;41;G;300-350;318.382.919;252.664.011;197.335.989;0;N/D;1foglietto/4 manomesso
09/09/2009;dic-16;41;G;300-350;318.382.919;252.664.011;197.335.989;0;N/D;1foglietto/4 manomesso
26/08/2009;2;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
26/08/2009;2;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
26/08/2009;2;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
26/08/2009;2;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
26/08/2009;2;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
26/08/2009;2;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
27/08/2009;3;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
27/08/2009;3;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
27/08/2009;3;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
27/08/2009;3;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
27/08/2009;3;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
27/08/2009;3;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
28/08/2009;4;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
28/08/2009;4;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
28/08/2009;4;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
29/08/2009;5;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
29/08/2009;5;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
29/08/2009;5;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
29/08/2009;5;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
29/08/2009;5;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
29/08/2009;5;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
29/08/2009;5;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
29/08/2009;5;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
29/08/2009;5;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
29/08/2009;5;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
29/08/2009;5;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
29/08/2009;5;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
29/08/2009;5;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
29/08/2009;5;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
30/08/2009;6;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
30/08/2009;6;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
30/08/2009;6;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
30/08/2009;6;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
30/08/2009;6;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
30/08/2009;6;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
30/08/2009;6;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
30/08/2009;6;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
04/09/2009;07-nov;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
04/09/2009;07-nov;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
04/09/2009;07-nov;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
04/09/2009;07-nov;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
04/09/2009;07-nov;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
04/09/2009;07-nov;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
04/09/2009;07-nov;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
04/09/2009;07-nov;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
04/09/2009;07-nov;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
04/09/2009;07-nov;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
04/09/2009;07-nov;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
04/09/2009;07-nov;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
04/09/2009;07-nov;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
04/09/2009;07-nov;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
04/09/2009;07-nov;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
04/09/2009;07-nov;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
04/09/2009;07-nov;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
04/09/2009;07-nov;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
04/09/2009;07-nov;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
04/09/2009;07-nov;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
04/09/2009;07-nov;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
04/09/2009;07-nov;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
04/09/2009;07-nov;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
04/09/2009;07-nov;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
04/09/2009;07-nov;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
04/09/2009;07-nov;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
04/09/2009;07-nov;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
04/09/2009;07-nov;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
04/09/2009;07-nov;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
04/09/2009;07-nov;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
04/09/2009;07-nov;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
04/09/2009;07-nov;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
04/09/2009;07-nov;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
04/09/2009;07-nov;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
04/09/2009;07-nov;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
04/09/2009;07-nov;42;F;250-300;266.113.122;228.183.546;221.816.454;0;M;
04/09/2009;07-nov;42;F;250-300;266.113.122;228.183.546;221.816.454;0;M;
09/09/2009;dic-16;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
09/09/2009;dic-16;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
09/09/2009;dic-16;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
09/09/2009;dic-16;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
09/09/2009;dic-16;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
09/09/2009;dic-16;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
09/09/2009;dic-16;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
09/09/2009;dic-16;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
09/09/2009;dic-16;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
09/09/2009;dic-16;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
09/09/2009;dic-16;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
09/09/2009;dic-16;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
09/09/2009;dic-16;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
09/09/2009;dic-16;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
09/09/2009;dic-16;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
09/09/2009;dic-16;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
09/09/2009;dic-16;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
09/09/2009;dic-16;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
09/09/2009;dic-16;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
09/09/2009;dic-16;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
09/09/2009;dic-16;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
09/09/2009;dic-16;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
09/09/2009;dic-16;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
09/09/2009;dic-16;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
09/09/2009;dic-16;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
09/09/2009;dic-16;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
09/09/2009;dic-16;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
09/09/2009;dic-16;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
09/09/2009;dic-16;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
09/09/2009;dic-16;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
09/09/2009;dic-16;42;F;250-300;266.113.122;228.183.546;221.816.454;0;F;
09/09/2009;dic-16;42;F;250-300;266.113.122;228.183.546;221.816.454;0;M;
09/09/2009;dic-16;42;F;250-300;266.113.122;228.183.546;221.816.454;0;M;
26/08/2009;2;43;G;300-350;32.932.247;222.392.243;227.607.757;0;F;
26/08/2009;2;43;G;300-350;32.932.247;222.392.243;227.607.757;0;F;
26/08/2009;2;43;G;300-350;32.932.247;222.392.243;227.607.757;0;F;
26/08/2009;2;43;G;300-350;32.932.247;222.392.243;227.607.757;0;F;
26/08/2009;2;43;G;300-350;32.932.247;222.392.243;227.607.757;0;F;
26/08/2009;2;43;G;300-350;32.932.247;222.392.243;227.607.757;0;F;
26/08/2009;2;43;G;300-350;32.932.247;222.392.243;227.607.757;0;F;
26/08/2009;2;43;G;300-350;32.932.247;222.392.243;227.607.757;0;F;
26/08/2009;2;43;G;300-350;32.932.247;222.392.243;227.607.757;0;M;
26/08/2009;2;43;G;300-350;32.932.247;222.392.243;227.607.757;0;M;
27/08/2009;3;43;G;300-350;32.932.247;222.392.243;227.607.757;0;F;
27/08/2009;3;43;G;300-350;32.932.247;222.392.243;227.607.757;0;F;
27/08/2009;3;43;G;300-350;32.932.247;222.392.243;227.607.757;0;F;
27/08/2009;3;43;G;300-350;32.932.247;222.392.243;227.607.757;0;F;
27/08/2009;3;43;G;300-350;32.932.247;222.392.243;227.607.757;0;F;
27/08/2009;3;43;G;300-350;32.932.247;222.392.243;227.607.757;0;M;
28/08/2009;4;43;G;300-350;32.932.247;222.392.243;227.607.757;0;F;
28/08/2009;4;43;G;300-350;32.932.247;222.392.243;227.607.757;0;F;
28/08/2009;4;43;G;300-350;32.932.247;222.392.243;227.607.757;0;F;
28/08/2009;4;43;G;300-350;32.932.247;222.392.243;227.607.757;0;F;
28/08/2009;4;43;G;300-350;32.932.247;222.392.243;227.607.757;0;F;
28/08/2009;4;43;G;300-350;32.932.247;222.392.243;227.607.757;0;F;
28/08/2009;4;43;G;300-350;32.932.247;222.392.243;227.607.757;0;F;
28/08/2009;4;43;G;300-350;32.932.247;222.392.243;227.607.757;0;F;
28/08/2009;4;43;G;300-350;32.932.247;222.392.243;227.607.757;0;F;
